"T","U:0","U:1","U:2","p","rho","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.0423,0.59,0.0523,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.04248,0.59,0.05248,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.04266,0.59,0.05266,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.04284,0.59,0.05284,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.04302,0.59,0.05302,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.0432,0.59,0.0532,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.04338,0.59,0.05338,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.04356,0.59,0.05356,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.04374,0.59,0.05374,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.04392,0.59,0.05392,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.0441,0.59,0.0541,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.04428,0.59,0.05428,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.04446,0.59,0.05446,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.04464,0.59,0.05464,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.04482,0.59,0.05482,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.045,0.59,0.055,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.04518,0.59,0.05518,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.04536,0.59,0.05536,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.04554,0.59,0.05554,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.04572,0.59,0.05572,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.0459,0.59,0.0559,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.04608,0.59,0.05608,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.04626,0.59,0.05626,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.04644,0.59,0.05644,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.04662,0.59,0.05662,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.0468,0.59,0.0568,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.04698,0.59,0.05698,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.04716,0.59,0.05716,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.04734,0.59,0.05734,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.04752,0.59,0.05752,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.0477,0.59,0.0577,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.04788,0.59,0.05788,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.04806,0.59,0.05806,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.04824,0.59,0.05824,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.04842,0.59,0.05842,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.0486,0.59,0.0586,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.04878,0.59,0.05878,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.04896,0.59,0.05896,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.04914,0.59,0.05914,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.04932,0.59,0.05932,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.0495,0.59,0.0595,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.04968,0.59,0.05968,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.04986,0.59,0.05986,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.05004,0.59,0.06004,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.05022,0.59,0.06022,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.0504,0.59,0.0604,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.05058,0.59,0.06058,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.05076,0.59,0.06076,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.05094,0.59,0.06094,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.05112,0.59,0.06112,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.0513,0.59,0.0613,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.05148,0.59,0.06148,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.05166,0.59,0.06166,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.05184,0.59,0.06184,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.05202,0.59,0.06202,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.0522,0.59,0.0622,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.05238,0.59,0.06238,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.05256,0.59,0.06256,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.05274,0.59,0.06274,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.05292,0.59,0.06292,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.0531,0.59,0.0631,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.05328,0.59,0.06328,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.05346,0.59,0.06346,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.05364,0.59,0.06364,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.05382,0.59,0.06382,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.054,0.59,0.064,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.05418,0.59,0.06418,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.05436,0.59,0.06436,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.05454,0.59,0.06454,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.05472,0.59,0.06472,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.0549,0.59,0.0649,0
2.8054,0.041441,0.20487,0,11.822,5.8997,1,0.05508,0.59,0.06508,0
